"No.","Time","Source","Destination","Protocol","Length","Info"
"30","1.304533751","100.0.0.11","100.7.0.17","TCP","66","60614  >  991 [ACK] Seq=1 Ack=81 Win=83 Len=0 TSval=2185425951 TSecr=1173212378"
"31","1.674704040","100.7.0.11","100.0.0.11","TCP","110","991  >  45964 [PSH, ACK] Seq=45 Ack=1 Win=85 Len=44 TSval=605241433 TSecr=3969652524"
"32","1.674726237","100.0.0.11","100.7.0.11","TCP","66","45964  >  991 [ACK] Seq=1 Ack=89 Win=83 Len=0 TSval=3969653637 TSecr=605241433"
"33","1.735752720","100.7.0.12","100.0.0.11","TCP","132","991  >  59390 [PSH, ACK] Seq=67 Ack=1 Win=85 Len=66 TSval=3935658158 TSecr=2228705821"
"34","1.735771599","100.0.0.11","100.7.0.12","TCP","66","59390  >  991 [ACK] Seq=1 Ack=133 Win=83 Len=0 TSval=2228706865 TSecr=3935658158"
"35","1.786086517","100.7.0.20","100.0.0.11","TCP","124","991  >  60272 [PSH, ACK] Seq=59 Ack=1 Win=85 Len=58 TSval=3605653192 TSecr=3845572090"
"36","1.786107473","100.0.0.11","100.7.0.20","TCP","66","60272  >  991 [ACK] Seq=1 Ack=117 Win=83 Len=0 TSval=3845573146 TSecr=3605653192"
"37","1.798716650","100.7.0.13","100.0.0.11","TCP","132","991  >  47728 [PSH, ACK] Seq=67 Ack=1 Win=85 Len=66 TSval=3812958993 TSecr=2374079285"
"38","1.798731174","100.0.0.11","100.7.0.13","TCP","66","47728  >  991 [ACK] Seq=1 Ack=133 Win=83 Len=0 TSval=2374080506 TSecr=3812958993"
"39","2.151627283","100.7.0.18","100.0.0.11","TCP","124","991  >  33564 [PSH, ACK] Seq=117 Ack=1 Win=85 Len=58 TSval=4184663144 TSecr=1493870230"
"40","2.151650346","100.0.0.11","100.7.0.18","TCP","66","33564  >  991 [ACK] Seq=1 Ack=175 Win=83 Len=0 TSval=1493871244 TSecr=4184663144"
