"No.","Time","Source","Destination","Protocol","Length","Info"
"2879","54.382653856","100.0.0.13","100.7.0.15","TCP","58","38491  >  889 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2880","54.382673267","100.0.0.13","100.7.0.15","TCP","58","38491  >  747 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2881","54.382700727","100.0.0.13","100.7.0.15","TCP","58","38491  >  16 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2882","54.382732458","100.0.0.13","100.7.0.15","TCP","58","38491  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2883","54.382759918","100.0.0.13","100.7.0.15","TCP","58","38491  >  138 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2884","54.382796844","100.0.0.13","100.7.0.15","TCP","58","38491  >  519 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2885","54.382817950","100.0.0.13","100.7.0.15","TCP","58","38491  >  353 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2886","54.382835606","100.0.0.13","100.7.0.15","TCP","58","38491  >  12 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2887","54.382853897","100.0.0.13","100.7.0.15","TCP","58","38491  >  813 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2888","54.382880051","100.0.0.13","100.7.0.15","TCP","58","38491  >  348 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2889","54.382898246","100.0.0.13","100.7.0.15","TCP","58","38491  >  618 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2890","54.382923924","100.0.0.13","100.7.0.15","TCP","58","38491  >  246 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2891","54.382942472","100.0.0.13","100.7.0.15","TCP","58","38491  >  253 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2892","54.382968707","100.0.0.13","100.7.0.15","TCP","58","38491  >  132 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2893","54.382986667","100.0.0.13","100.7.0.15","TCP","58","38491  >  9 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2894","54.383011387","100.0.0.13","100.7.0.15","TCP","58","38491  >  605 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
