Time,bus5,bus6,bus8,bus4,bus7,bus9
0.0404,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0406,0.995048106,1.012231588,1.01503849,1.025436282,1.024760962,1.031835318
0.0408,0.995048106,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0410,0.995048165,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0412,0.995048106,1.012231708,1.01503861,1.025436163,1.024760962,1.031835318
0.0414,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0416,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0418,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0420,0.995048046,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0422,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835437
0.0424,0.995048165,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0426,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0428,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0430,0.995048225,1.012231708,1.01503861,1.025436401,1.024761081,1.031835437
0.0432,0.995048165,1.012231708,1.015038729,1.025436401,1.024761081,1.031835318
0.0434,0.995048165,1.012231708,1.01503861,1.025436401,1.024761081,1.031835318
0.0436,0.995048225,1.012231708,1.01503861,1.025436163,1.0247612,1.031835437
0.0438,0.995048165,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0440,0.995048165,1.012231708,1.015038729,1.025436401,1.024761081,1.031835318
0.0442,0.995048165,1.012231827,1.01503861,1.025436282,1.024761081,1.031835437
0.0444,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0446,0.995048046,1.012231708,1.015038729,1.025436282,1.024761081,1.031835318
0.0448,0.995048106,1.012231588,1.01503861,1.025436401,1.024761081,1.031835437
0.0450,0.995048046,1.012231708,1.01503861,1.025436163,1.024761081,1.031835318
0.0452,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0454,0.995048106,1.012231708,1.01503861,1.025436163,1.024761081,1.031835318
0.0456,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0458,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0460,0.995048165,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0462,0.995047987,1.012231708,1.01503849,1.025436282,1.024761081,1.031835318
0.0464,0.995048106,1.012231588,1.01503849,1.025436282,1.024760962,1.031835318
0.0466,0.995048046,1.012231708,1.01503849,1.025436282,1.024760962,1.031835318
0.0468,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0470,0.995047987,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0472,0.995048046,1.012231588,1.01503849,1.025436282,1.024760962,1.031835198
0.0474,0.995047987,1.012231708,1.01503861,1.025436163,1.024760962,1.031835318
0.0476,0.995048046,1.012231588,1.01503849,1.025436282,1.024761081,1.031835318
0.0478,0.995048046,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0480,0.995048046,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0482,0.995048165,1.012231588,1.01503849,1.025436282,1.024760962,1.031835318
0.0484,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0486,0.995048106,1.012231708,1.01503861,1.025436401,1.024761081,1.031835318
0.0488,0.995048046,1.012231708,1.01503861,1.025436163,1.024761081,1.031835318
0.0490,0.995048046,1.012231708,1.01503861,1.025436163,1.024760962,1.031835318
0.0492,0.995048106,1.012231708,1.01503849,1.025436282,1.024761081,1.031835318
0.0494,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835437
0.0496,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835437
0.0498,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0500,0.995048165,1.012231588,1.01503861,1.025436282,1.024761081,1.031835198
0.0502,0.995048046,1.012231588,1.01503849,1.025436282,1.024761081,1.031835198
0.0504,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0506,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0508,0.995048106,1.012231708,1.01503861,1.025436163,1.024761081,1.031835437
0.0510,0.995048106,1.012231588,1.01503861,1.025436163,1.024760962,1.031835318
0.0512,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0514,0.995048165,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0516,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0518,0.995048165,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0520,0.995048165,1.012231588,1.01503861,1.025436282,1.024761081,1.031835437
0.0522,0.995048165,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0524,0.995048106,1.012231708,1.015038729,1.025436401,1.024761081,1.031835318
0.0526,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0528,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0530,0.995048046,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0532,0.995048106,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0534,0.995048106,1.012231708,1.01503861,1.025436401,1.024761081,1.031835318
0.0536,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0538,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0540,0.995048165,1.012231708,1.01503849,1.025436282,1.024761081,1.031835318
0.0542,0.995047987,1.012231708,1.01503849,1.025436282,1.024760962,1.031835437
0.0544,0.995048046,1.012231588,1.01503849,1.025436401,1.024761081,1.031835318
0.0546,0.995048106,1.012231708,1.01503849,1.025436282,1.024760962,1.031835318
0.0548,0.995048046,1.012231708,1.01503861,1.025436163,1.024760962,1.031835318
0.0550,0.995048106,1.012231708,1.01503861,1.025436401,1.024760962,1.031835318
0.0552,0.995048106,1.012231708,1.01503849,1.025436282,1.024760962,1.031835318
0.0554,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0556,0.995048106,1.012231708,1.01503861,1.025436163,1.024760962,1.031835198
0.0558,0.995048106,1.012231588,1.01503849,1.025436282,1.024761081,1.031835318
0.0560,0.995048106,1.012231588,1.01503849,1.025436282,1.024760962,1.031835437
0.0562,0.995048106,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0564,0.995048106,1.012231588,1.01503861,1.025436282,1.024760962,1.031835198
0.0566,0.995048046,1.012231708,1.01503849,1.025436163,1.024761081,1.031835318
0.0568,0.995047987,1.012231588,1.01503849,1.025436282,1.024761081,1.031835318
0.0570,0.995048046,1.012231708,1.01503849,1.025436282,1.024760962,1.031835437
0.0572,0.995048165,1.012231708,1.01503849,1.025436282,1.024760962,1.031835318
0.0574,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0576,0.995048106,1.012231588,1.01503849,1.025436163,1.024760962,1.031835318
0.0578,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0580,0.995048106,1.012231588,1.01503861,1.025436282,1.024761081,1.031835437
0.0582,0.995048106,1.012231588,1.01503861,1.025436163,1.024761081,1.031835437
0.0584,0.995048106,1.012231588,1.01503861,1.025436282,1.024761081,1.031835437
0.0586,0.995048106,1.012231827,1.01503861,1.025436401,1.024761081,1.031835437
0.0588,0.995048106,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0590,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835437
0.0592,0.995048225,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0594,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0596,0.995048165,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0598,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0600,0.995048106,1.012231588,1.015038729,1.025436282,1.024761081,1.031835437
0.0602,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0604,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0606,0.995048165,1.012231708,1.01503861,1.025436401,1.024761081,1.031835318
0.0608,0.995048106,1.012231588,1.01503861,1.025436401,1.024761081,1.031835318
0.0610,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0612,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0614,0.995048106,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0616,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835437
0.0618,0.995048106,1.012231588,1.01503861,1.025436282,1.024761081,1.031835318
0.0620,0.995048046,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0622,0.995048046,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0624,0.995048165,1.012231708,1.01503861,1.025436282,1.024760962,1.031835437
0.0626,0.995048046,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0628,0.995048106,1.012231708,1.01503849,1.025436282,1.024760962,1.031835318
0.0630,0.995048046,1.012231827,1.01503861,1.025436282,1.024760962,1.031835318
0.0632,0.995048106,1.012231708,1.01503849,1.025436282,1.024760962,1.031835318
0.0634,0.995048165,1.012231588,1.01503849,1.025436282,1.024760962,1.031835318
0.0636,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0638,0.995048106,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0640,0.995048046,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0642,0.995048165,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0644,0.995048046,1.012231588,1.01503849,1.025436282,1.024760962,1.031835318
0.0646,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0648,0.995048046,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0650,0.995048046,1.012231588,1.01503861,1.025436282,1.024761081,1.031835437
0.0652,0.995048106,1.012231708,1.01503861,1.025436282,1.024761081,1.031835318
0.0654,0.995047987,1.012231588,1.01503861,1.025436282,1.024760962,1.031835437
0.0656,0.995048046,1.012231588,1.01503861,1.025436282,1.024760962,1.031835318
0.0658,0.995048046,1.012231588,1.01503861,1.025436282,1.024760962,1.031835437
0.0660,0.995048046,1.012231588,1.01503849,1.025436282,1.024761081,1.031835318
0.0662,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
0.0664,0.995048106,1.012231588,1.01503861,1.025436282,1.024761081,1.031835198
0.0666,0.995048165,1.012231708,1.01503861,1.025436163,1.024761081,1.031835318
0.0668,0.995048165,1.012231708,1.01503861,1.025436401,1.024761081,1.031835318
0.0670,0.995048165,1.012231827,1.01503849,1.025436282,1.024761081,1.031835318
0.0672,0.995048106,1.012231708,1.01503861,1.025436282,1.024760962,1.031835437
0.0674,0.995048046,1.012231708,1.01503849,1.025436163,1.024761081,1.031835437
0.0676,0.995048106,1.012231827,1.01503861,1.025436282,1.024761081,1.031835318
0.0678,0.995048046,1.012231708,1.01503861,1.025436282,1.024760962,1.031835318
